code_dantai,code_region,code_pref,code_muni,name_pref,name_muni,name_muni_kana
113654,83,11,365,埼玉県,小鹿野町,ｵｶﾞﾉﾏﾁ
113697,83,11,369,埼玉県,東秩父村,ﾋｶﾞｼﾁﾁﾌﾞﾑﾗ
113816,83,11,381,埼玉県,美里町,ﾐｻﾄﾏﾁ
113832,83,11,383,埼玉県,神川町,ｶﾐｶﾜﾏﾁ
113859,83,11,385,埼玉県,上里町,ｶﾐｻﾄﾏﾁ
114081,83,11,408,埼玉県,寄居町,ﾖﾘｲﾏﾁ
114421,83,11,442,埼玉県,宮代町,ﾐﾔｼﾛﾏﾁ
114642,83,11,464,埼玉県,杉戸町,ｽｷﾞﾄﾏﾁ
114651,83,11,465,埼玉県,松伏町,ﾏﾂﾌﾞｼﾏﾁ
120006,83,12,0,千葉県,,
121002,83,12,100,千葉県,千葉市,ﾁﾊﾞｼ
122025,83,12,202,千葉県,銚子市,ﾁｮｳｼｼ
122033,83,12,203,千葉県,市川市,ｲﾁｶﾜｼ
122041,83,12,204,千葉県,船橋市,ﾌﾅﾊﾞｼｼ
122050,83,12,205,千葉県,館山市,ﾀﾃﾔﾏｼ
122068,83,12,206,千葉県,木更津市,ｷｻﾗﾂﾞｼ
122076,83,12,207,千葉県,松戸市,ﾏﾂﾄﾞｼ
122084,83,12,208,千葉県,野田市,ﾉﾀﾞｼ
122106,83,12,210,千葉県,茂原市,ﾓﾊﾞﾗｼ
122114,83,12,211,千葉県,成田市,ﾅﾘﾀｼ
122122,83,12,212,千葉県,佐倉市,ｻｸﾗｼ
122131,83,12,213,千葉県,東金市,ﾄｳｶﾞﾈｼ
122157,83,12,215,千葉県,旭市,ｱｻﾋｼ
122165,83,12,216,千葉県,習志野市,ﾅﾗｼﾉｼ
122173,83,12,217,千葉県,柏市,ｶｼﾜｼ
122181,83,12,218,千葉県,勝浦市,ｶﾂｳﾗｼ
122190,83,12,219,千葉県,市原市,ｲﾁﾊﾗｼ
122203,83,12,220,千葉県,流山市,ﾅｶﾞﾚﾔﾏｼ
122211,83,12,221,千葉県,八千代市,ﾔﾁﾖｼ
122220,83,12,222,千葉県,我孫子市,ｱﾋﾞｺｼ
122238,83,12,223,千葉県,鴨川市,ｶﾓｶﾞﾜｼ
122246,83,12,224,千葉県,鎌ケ谷市,ｶﾏｶﾞﾔｼ
122254,83,12,225,千葉県,君津市,ｷﾐﾂｼ
122262,83,12,226,千葉県,富津市,ﾌｯﾂｼ
122271,83,12,227,千葉県,浦安市,ｳﾗﾔｽｼ
122289,83,12,228,千葉県,四街道市,ﾖﾂｶｲﾄﾞｳｼ
122297,83,12,229,千葉県,袖ケ浦市,ｿﾃﾞｶﾞｳﾗｼ
122301,83,12,230,千葉県,八街市,ﾔﾁﾏﾀｼ
122319,83,12,231,千葉県,印西市,ｲﾝｻﾞｲｼ
122327,83,12,232,千葉県,白井市,ｼﾛｲｼ
122335,83,12,233,千葉県,富里市,ﾄﾐｻﾄｼ
122343,83,12,234,千葉県,南房総市,ﾐﾅﾐﾎﾞｳｿｳｼ
122351,83,12,235,千葉県,匝瑳市,ｿｳｻｼ
122360,83,12,236,千葉県,香取市,ｶﾄﾘｼ
122378,83,12,237,千葉県,山武市,ｻﾝﾑｼ
122386,83,12,238,千葉県,いすみ市,ｲｽﾐｼ
122394,83,12,239,千葉県,大網白里市,ｵｵｱﾐｼﾗｻﾄｼ
123226,83,12,322,千葉県,酒々井町,ｼｽｲﾏﾁ
123293,83,12,329,千葉県,栄町,ｻｶｴﾏﾁ
123421,83,12,342,千葉県,神崎町,ｺｳｻﾞｷﾏﾁ
123471,83,12,347,千葉県,多古町,ﾀｺﾏﾁ
123498,83,12,349,千葉県,東庄町,ﾄｳﾉｼｮｳﾏﾁ
124036,83,12,403,千葉県,九十九里町,ｸｼﾞﾕｳｸﾘﾏﾁ
124095,83,12,409,千葉県,芝山町,ｼﾊﾞﾔﾏﾏﾁ
124109,83,12,410,千葉県,横芝光町,ﾖｺｼﾊﾞﾋｶﾘﾏﾁ
124214,83,12,421,千葉県,一宮町,ｲﾁﾉﾐﾔﾏﾁ
124222,83,12,422,千葉県,睦沢町,ﾑﾂｻﾞﾜﾏﾁ
124231,83,12,423,千葉県,長生村,ﾁｮｳｾｲﾑﾗ
124249,83,12,424,千葉県,白子町,ｼﾗｺﾏﾁ
124265,83,12,426,千葉県,長柄町,ﾅｶﾞﾗﾏﾁ
124273,83,12,427,千葉県,長南町,ﾁｮｳﾅﾝﾏﾁ
124419,83,12,441,千葉県,大多喜町,ｵｵﾀｷﾏﾁ
124435,83,12,443,千葉県,御宿町,ｵﾝｼﾞﾕｸﾏﾁ
124630,83,12,463,千葉県,鋸南町,ｷﾖﾅﾝﾏﾁ
130001,83,13,0,東京都,,
131016,83,13,101,東京都,千代田区,ﾁﾖﾀﾞｸ
131024,83,13,102,東京都,中央区,ﾁｭｳｵｳｸ
131032,83,13,103,東京都,港区,ﾐﾅﾄｸ
131041,83,13,104,東京都,新宿区,ｼﾝｼﾞｭｸｸ
131059,83,13,105,東京都,文京区,ﾌﾞﾝｷｮｳｸ
131067,83,13,106,東京都,台東区,ﾀｲﾄｳｸ
131075,83,13,107,東京都,墨田区,ｽﾐﾀﾞｸ
131083,83,13,108,東京都,江東区,ｺｳﾄｳｸ
131091,83,13,109,東京都,品川区,ｼﾅｶﾞﾜｸ
131105,83,13,110,東京都,目黒区,ﾒｸﾞﾛｸ
131113,83,13,111,東京都,大田区,ｵｵﾀｸ
131121,83,13,112,東京都,世田谷区,ｾﾀｶﾞﾔｸ
131130,83,13,113,東京都,渋谷区,ｼﾌﾞﾔｸ
131148,83,13,114,東京都,中野区,ﾅｶﾉｸ
131156,83,13,115,東京都,杉並区,ｽｷﾞﾅﾐｸ
131164,83,13,116,東京都,豊島区,ﾄｼﾏｸ
131172,83,13,117,東京都,北区,ｷﾀｸ
131181,83,13,118,東京都,荒川区,ｱﾗｶﾜｸ
131199,83,13,119,東京都,板橋区,ｲﾀﾊﾞｼｸ
131202,83,13,120,東京都,練馬区,ﾈﾘﾏｸ
131211,83,13,121,東京都,足立区,ｱﾀﾞﾁｸ
131229,83,13,122,東京都,葛飾区,ｶﾂｼｶｸ
131237,83,13,123,東京都,江戸川区,ｴﾄﾞｶﾞﾜｸ
132012,83,13,201,東京都,八王子市,ﾊﾁｵｳｼﾞｼ
132021,83,13,202,東京都,立川市,ﾀﾁｶﾜｼ
132039,83,13,203,東京都,武蔵野市,ﾑｻｼﾉｼ
132047,83,13,204,東京都,三鷹市,ﾐﾀｶｼ
132055,83,13,205,東京都,青梅市,ｵｳﾒｼ
132063,83,13,206,東京都,府中市,ﾌﾁｭｳｼ
132071,83,13,207,東京都,昭島市,ｱｷｼﾏｼ
132080,83,13,208,東京都,調布市,ﾁｮｳﾌｼ
132098,83,13,209,東京都,町田市,ﾏﾁﾀﾞｼ
132101,83,13,210,東京都,小金井市,ｺｶﾞﾈｲｼ
132110,83,13,211,東京都,小平市,ｺﾀﾞｲﾗｼ
132128,83,13,212,東京都,日野市,ﾋﾉｼ
132136,83,13,213,東京都,東村山市,ﾋｶﾞｼﾑﾗﾔﾏｼ
132144,83,13,214,東京都,国分寺市,ｺｸﾌﾞﾝｼﾞｼ
132152,83,13,215,東京都,国立市,ｸﾆﾀﾁｼ
132187,83,13,218,東京都,福生市,ﾌｯｻｼ
132195,83,13,219,東京都,狛江市,ｺﾏｴｼ
132209,83,13,220,東京都,東大和市,ﾋｶﾞｼﾔﾏﾄｼ
132217,83,13,221,東京都,清瀬市,ｷﾖｾｼ
132225,83,13,222,東京都,東久留米市,ﾋｶﾞｼｸﾙﾒｼ
132233,83,13,223,東京都,武蔵村山市,ﾑｻｼﾑﾗﾔﾏｼ
132241,83,13,224,東京都,多摩市,ﾀﾏｼ
132250,83,13,225,東京都,稲城市,ｲﾅｷﾞｼ
132276,83,13,227,東京都,羽村市,ﾊﾑﾗｼ
132284,83,13,228,東京都,あきる野市,ｱｷﾙﾉｼ
132292,83,13,229,東京都,西東京市,ﾆｼﾄｳｷｮｳｼ
133035,83,13,303,東京都,瑞穂町,ﾐｽﾞﾎﾏﾁ
133051,83,13,305,東京都,日の出町,ﾋﾉﾃﾞﾏﾁ
133078,83,13,307,東京都,檜原村,ﾋﾉﾊﾗﾑﾗ
133086,83,13,308,東京都,奥多摩町,ｵｸﾀﾏﾏﾁ
133612,83,13,361,東京都,大島町,ｵｵｼﾏﾏﾁ
133621,83,13,362,東京都,利島村,ﾄｼﾏﾑﾗ
133639,83,13,363,東京都,新島村,ﾆｲｼﾞﾏﾑﾗ
133647,83,13,364,東京都,神津島村,ｺｳﾂﾞｼﾏﾑﾗ
133817,83,13,381,東京都,三宅村,ﾐﾔｹﾑﾗ
133825,83,13,382,東京都,御蔵島村,ﾐｸﾗｼﾞﾏﾑﾗ
134015,83,13,401,東京都,八丈町,ﾊﾁｼﾞｮｳﾏﾁ
134023,83,13,402,東京都,青ヶ島村,ｱｵｶﾞｼﾏﾑﾗ
134210,83,13,421,東京都,小笠原村,ｵｶﾞｻﾜﾗﾑﾗ
140007,83,14,0,神奈川県,,
141003,83,14,100,神奈川県,横浜市,ﾖｺﾊﾏｼ
141305,83,14,130,神奈川県,川崎市,ｶﾜｻｷｼ
141500,83,14,150,神奈川県,相模原市,ｻｶﾞﾐﾊﾗｼ
142018,83,14,201,神奈川県,横須賀市,ﾖｺｽｶｼ
142034,83,14,203,神奈川県,平塚市,ﾋﾗﾂｶｼ
142042,83,14,204,神奈川県,鎌倉市,ｶﾏｸﾗｼ
142051,83,14,205,神奈川県,藤沢市,ﾌｼﾞｻﾜｼ
142069,83,14,206,神奈川県,小田原市,ｵﾀﾞﾜﾗｼ
142077,83,14,207,神奈川県,茅ヶ崎市,ﾁｶﾞｻｷｼ
142085,83,14,208,神奈川県,逗子市,ｽﾞｼｼ
142107,83,14,210,神奈川県,三浦市,ﾐｳﾗｼ
142115,83,14,211,神奈川県,秦野市,ﾊﾀﾞﾉｼ
142123,83,14,212,神奈川県,厚木市,ｱﾂｷﾞｼ
142131,83,14,213,神奈川県,大和市,ﾔﾏﾄｼ
142140,83,14,214,神奈川県,伊勢原市,ｲｾﾊﾗｼ
142158,83,14,215,神奈川県,海老名市,ｴﾋﾞﾅｼ
142166,83,14,216,神奈川県,座間市,ｻﾞﾏｼ
142174,83,14,217,神奈川県,南足柄市,ﾐﾅﾐｱｼｶﾞﾗｼ
142182,83,14,218,神奈川県,綾瀬市,ｱﾔｾｼ
143014,83,14,301,神奈川県,葉山町,ﾊﾔﾏﾏﾁ
143219,83,14,321,神奈川県,寒川町,ｻﾑｶﾜﾏﾁ
143413,83,14,341,神奈川県,大磯町,ｵｵｲｿﾏﾁ
143421,83,14,342,神奈川県,二宮町,ﾆﾉﾐﾔﾏﾁ
143618,83,14,361,神奈川県,中井町,ﾅｶｲﾏﾁ
143626,83,14,362,神奈川県,大井町,ｵｵｲﾏﾁ
143634,83,14,363,神奈川県,松田町,ﾏﾂﾀﾞﾏﾁ
143642,83,14,364,神奈川県,山北町,ﾔﾏｷﾀﾏﾁ
143669,83,14,366,神奈川県,開成町,ｶｲｾｲﾏﾁ
143821,83,14,382,神奈川県,箱根町,ﾊｺﾈﾏﾁ
143839,83,14,383,神奈川県,真鶴町,ﾏﾅﾂﾙﾏﾁ
143847,83,14,384,神奈川県,湯河原町,ﾕｶﾞﾜﾗﾏﾁ
144011,83,14,401,神奈川県,愛川町,ｱｲｶﾜﾏﾁ
144029,83,14,402,神奈川県,清川村,ｷﾖｶﾜﾑﾗ
150002,84,15,0,新潟県,,
151009,84,15,100,新潟県,新潟市,ﾆｲｶﾞﾀｼ
152021,84,15,202,新潟県,長岡市,ﾅｶﾞｵｶｼ
152048,84,15,204,新潟県,三条市,ｻﾝｼﾞｮｳｼ
152056,84,15,205,新潟県,柏崎市,ｶｼﾜｻﾞｷｼ
152064,84,15,206,新潟県,新発田市,ｼﾊﾞﾀｼ
152081,84,15,208,新潟県,小千谷市,ｵﾁﾞﾔｼ
152099,84,15,209,新潟県,加茂市,ｶﾓｼ
152102,84,15,210,新潟県,十日町市,ﾄｵｶﾏﾁｼ
152111,84,15,211,新潟県,見附市,ﾐﾂｹｼ
152129,84,15,212,新潟県,村上市,ﾑﾗｶﾐｼ
152137,84,15,213,新潟県,燕市,ﾂﾊﾞﾒｼ
152161,84,15,216,新潟県,糸魚川市,ｲﾄｲｶﾞﾜｼ
152170,84,15,217,新潟県,妙高市,ﾐｮｳｺｳｼ
152188,84,15,218,新潟県,五泉市,ｺﾞｾﾝｼ
152226,84,15,222,新潟県,上越市,ｼﾞｮｳｴﾂｼ
152234,84,15,223,新潟県,阿賀野市,ｱｶﾞﾉｼ
152242,84,15,224,新潟県,佐渡市,ｻﾄﾞｼ
152251,84,15,225,新潟県,魚沼市,ｳｵﾇﾏｼ
152269,84,15,226,新潟県,南魚沼市,ﾐﾅﾐｳｵﾇﾏｼ
152277,84,15,227,新潟県,胎内市,ﾀｲﾅｲｼ
153079,84,15,307,新潟県,聖籠町,ｾｲﾛｳﾏﾁ
153427,84,15,342,新潟県,弥彦村,ﾔﾋｺﾑﾗ
153613,84,15,361,新潟県,田上町,ﾀｶﾞﾐﾏﾁ
153851,84,15,385,新潟県,阿賀町,ｱｶﾞﾏﾁ
154059,84,15,405,新潟県,出雲崎町,ｲｽﾞﾓｻﾞｷﾏﾁ
154610,84,15,461,新潟県,湯沢町,ﾕｻﾞﾜﾏﾁ
154822,84,15,482,新潟県,津南町,ﾂﾅﾝﾏﾁ
155047,84,15,504,新潟県,刈羽村,ｶﾘﾜﾑﾗ
155811,84,15,581,新潟県,関川村,ｾｷｶﾜﾑﾗ
155861,84,15,586,新潟県,粟島浦村,ｱﾜｼﾏｳﾗﾑﾗ
160008,84,16,0,富山県,,
162019,84,16,201,富山県,富山市,ﾄﾔﾏｼ
162027,84,16,202,富山県,高岡市,ﾀｶｵｶｼ
162043,84,16,204,富山県,魚津市,ｳｵﾂﾞｼ
162051,84,16,205,富山県,氷見市,ﾋﾐｼ
162060,84,16,206,富山県,滑川市,ﾅﾒﾘｶﾜｼ
162078,84,16,207,富山県,黒部市,ｸﾛﾍﾞｼ
162086,84,16,208,富山県,砺波市,ﾄﾅﾐｼ
162094,84,16,209,富山県,小矢部市,ｵﾔﾍﾞｼ
162108,84,16,210,富山県,南砺市,ﾅﾝﾄｼ
162116,84,16,211,富山県,射水市,ｲﾐｽﾞｼ
163210,84,16,321,富山県,舟橋村,ﾌﾅﾊｼﾑﾗ
163228,84,16,322,富山県,上市町,ｶﾐｲﾁﾏﾁ
163236,84,16,323,富山県,立山町,ﾀﾃﾔﾏﾏﾁ
163422,84,16,342,富山県,入善町,ﾆｭｳｾﾞﾝﾏﾁ
163431,84,16,343,富山県,朝日町,ｱｻﾋﾏﾁ
170003,84,17,0,石川県,,
172014,84,17,201,石川県,金沢市,ｶﾅｻﾞﾜｼ
172022,84,17,202,石川県,七尾市,ﾅﾅｵｼ
172031,84,17,203,石川県,小松市,ｺﾏﾂｼ
172049,84,17,204,石川県,輪島市,ﾜｼﾞﾏｼ
172057,84,17,205,石川県,珠洲市,ｽｽﾞｼ
172065,84,17,206,石川県,加賀市,ｶｶﾞｼ
172073,84,17,207,石川県,羽咋市,ﾊｸｲｼ
172090,84,17,209,石川県,かほく市,ｶﾎｸｼ
172103,84,17,210,石川県,白山市,ﾊｸｻﾝｼ
172111,84,17,211,石川県,能美市,ﾉﾐｼ
172120,84,17,212,石川県,野々市市,ﾉﾉｲﾁｼ
173240,84,17,324,石川県,川北町,ｶﾜｷﾀﾏﾁ
173614,84,17,361,石川県,津幡町,ﾂﾊﾞﾀﾏﾁ
173657,84,17,365,石川県,内灘町,ｳﾁﾅﾀﾞﾏﾁ
173843,84,17,384,石川県,志賀町,ｼｶﾏﾁ
173860,84,17,386,石川県,宝達志水町,ﾎｳﾀﾞﾂｼﾐｽﾞﾁｮｳ
174076,84,17,407,石川県,中能登町,ﾅｶﾉﾄﾏﾁ
174611,84,17,461,石川県,穴水町,ｱﾅﾐｽﾞﾏﾁ
174637,84,17,463,石川県,能登町,ﾉﾄﾁｮｳ
180009,84,18,0,福井県,,
182010,84,18,201,福井県,福井市,ﾌｸｲｼ
182028,84,18,202,福井県,敦賀市,ﾂﾙｶﾞｼ
182044,84,18,204,福井県,小浜市,ｵﾊﾞﾏｼ
182052,84,18,205,福井県,大野市,ｵｵﾉｼ
182061,84,18,206,福井県,勝山市,ｶﾂﾔﾏｼ
182079,84,18,207,福井県,鯖江市,ｻﾊﾞｴｼ
182087,84,18,208,福井県,あわら市,ｱﾜﾗｼ
182095,84,18,209,福井県,越前市,ｴﾁｾﾞﾝｼ
182109,84,18,210,福井県,坂井市,ｻｶｲｼ
183229,84,18,322,福井県,永平寺町,ｴｲﾍｲｼﾞﾁｮｳ
183822,84,18,382,福井県,池田町,ｲｹﾀﾞﾁｮｳ
184047,84,18,404,福井県,南越前町,ﾐﾅﾐｴﾁｾﾞﾝﾁｮｳ
184233,84,18,423,福井県,越前町,ｴﾁｾﾞﾝﾁｮｳ
184420,84,18,442,福井県,美浜町,ﾐﾊﾏﾁｮｳ
184811,84,18,481,福井県,高浜町,ﾀｶﾊﾏﾁｮｳ
184837,84,18,483,福井県,おおい町,ｵｵｲﾁｮｳ
185019,84,18,501,福井県,若狭町,ﾜｶｻﾁｮｳ
190004,83,19,0,山梨県,,
192015,83,19,201,山梨県,甲府市,ｺｳﾌｼ
192023,83,19,202,山梨県,富士吉田市,ﾌｼﾞﾖｼﾀﾞｼ
192040,83,19,204,山梨県,都留市,ﾂﾙｼ
192058,83,19,205,山梨県,山梨市,ﾔﾏﾅｼｼ
192066,83,19,206,山梨県,大月市,ｵｵﾂｷｼ
192074,83,19,207,山梨県,韮崎市,ﾆﾗｻｷｼ
192082,83,19,208,山梨県,南アルプス市,ﾐﾅﾐｱﾙﾌﾟｽｼ
192091,83,19,209,山梨県,北杜市,ﾎｸﾄｼ
192104,83,19,210,山梨県,甲斐市,ｶｲｼ
192112,83,19,211,山梨県,笛吹市,ﾌｴﾌｷｼ
192121,83,19,212,山梨県,上野原市,ｳｴﾉﾊﾗｼ
192139,83,19,213,山梨県,甲州市,ｺｳｼｭｳｼ
192147,83,19,214,山梨県,中央市,ﾁｭｳｵｳｼ
193461,83,19,346,山梨県,市川三郷町,ｲﾁｶﾜﾐｻﾄﾁｮｳ
193640,83,19,364,山梨県,早川町,ﾊﾔｶﾜﾁｮｳ
193658,83,19,365,山梨県,身延町,ﾐﾉﾌﾞﾁｮｳ
193666,83,19,366,山梨県,南部町,ﾅﾝﾌﾞﾁｮｳ
193682,83,19,368,山梨県,富士川町,ﾌｼﾞｶﾜﾁｮｳ
193844,83,19,384,山梨県,昭和町,ｼｮｳﾜﾁｮｳ
194221,83,19,422,山梨県,道志村,ﾄﾞｳｼﾑﾗ
194239,83,19,423,山梨県,西桂町,ﾆｼｶﾂﾗﾁｮｳ
194247,83,19,424,山梨県,忍野村,ｵｼﾉﾑﾗ
194255,83,19,425,山梨県,山中湖村,ﾔﾏﾅｶｺﾑﾗ
194298,83,19,429,山梨県,鳴沢村,ﾅﾙｻﾜﾑﾗ
194301,83,19,430,山梨県,富士河口湖町,ﾌｼﾞｶﾜｸﾞﾁｺﾏﾁ
194425,83,19,442,山梨県,小菅村,ｺｽｹﾞﾑﾗ
194433,83,19,443,山梨県,丹波山村,ﾀﾊﾞﾔﾏﾑﾗ
200000,83,20,0,長野県,,
202011,83,20,201,長野県,長野市,ﾅｶﾞﾉｼ
202029,83,20,202,長野県,松本市,ﾏﾂﾓﾄｼ
202037,83,20,203,長野県,上田市,ｳｴﾀﾞｼ
202045,83,20,204,長野県,岡谷市,ｵｶﾔｼ
202053,83,20,205,長野県,飯田市,ｲｲﾀﾞｼ
202061,83,20,206,長野県,諏訪市,ｽﾜｼ
202070,83,20,207,長野県,須坂市,ｽｻﾞｶｼ
202088,83,20,208,長野県,小諸市,ｺﾓﾛｼ
202096,83,20,209,長野県,伊那市,ｲﾅｼ
202100,83,20,210,長野県,駒ヶ根市,ｺﾏｶﾞﾈｼ
202118,83,20,211,長野県,中野市,ﾅｶﾉｼ
202126,83,20,212,長野県,大町市,ｵｵﾏﾁｼ
202134,83,20,213,長野県,飯山市,ｲｲﾔﾏｼ
202142,83,20,214,長野県,茅野市,ﾁﾉｼ
202151,83,20,215,長野県,塩尻市,ｼｵｼﾞﾘｼ
202177,83,20,217,長野県,佐久市,ｻｸｼ
202185,83,20,218,長野県,千曲市,ﾁｸﾏｼ
202193,83,20,219,長野県,東御市,ﾄｳﾐｼ
202207,83,20,220,長野県,安曇野市,ｱﾂﾞﾐﾉｼ
203033,83,20,303,長野県,小海町,ｺｳﾐﾏﾁ
203041,83,20,304,長野県,川上村,ｶﾜｶﾐﾑﾗ
203050,83,20,305,長野県,南牧村,ﾐﾅﾐﾏｷﾑﾗ
203068,83,20,306,長野県,南相木村,ﾐﾅﾐｱｲｷﾑﾗ
203076,83,20,307,長野県,北相木村,ｷﾀｱｲｷﾑﾗ
203092,83,20,309,長野県,佐久穂町,ｻｸﾎﾏﾁ
203211,83,20,321,長野県,軽井沢町,ｶﾙｲｻﾞﾜﾏﾁ
203238,83,20,323,長野県,御代田町,ﾐﾖﾀﾏﾁ
203246,83,20,324,長野県,立科町,ﾀﾃｼﾅﾏﾁ
203491,83,20,349,長野県,青木村,ｱｵｷﾑﾗ
203505,83,20,350,長野県,長和町,ﾅｶﾞﾜﾏﾁ
203611,83,20,361,長野県,下諏訪町,ｼﾓｽﾜﾏﾁ
203629,83,20,362,長野県,富士見町,ﾌｼﾞﾐﾏﾁ
203637,83,20,363,長野県,原村,ﾊﾗﾑﾗ
203823,83,20,382,長野県,辰野町,ﾀﾂﾉﾏﾁ
203831,83,20,383,長野県,箕輪町,ﾐﾉﾜﾏﾁ
203840,83,20,384,長野県,飯島町,ｲｲｼﾞﾏﾏﾁ
203858,83,20,385,長野県,南箕輪村,ﾐﾅﾐﾐﾉﾜﾑﾗ
203866,83,20,386,長野県,中川村,ﾅｶｶﾞﾜﾑﾗ
203882,83,20,388,長野県,宮田村,ﾐﾔﾀﾞﾑﾗ
204021,83,20,402,長野県,松川町,ﾏﾂｶﾜﾏﾁ
204030,83,20,403,長野県,高森町,ﾀｶﾓﾘﾏﾁ
204048,83,20,404,長野県,阿南町,ｱﾅﾝﾁｮｳ
204072,83,20,407,長野県,阿智村,ｱﾁﾑﾗ
204099,83,20,409,長野県,平谷村,ﾋﾗﾔﾑﾗ
204102,83,20,410,長野県,根羽村,ﾈﾊﾞﾑﾗ
204111,83,20,411,長野県,下條村,ｼﾓｼﾞｮｳﾑﾗ
204129,83,20,412,長野県,売木村,ｳﾙｷﾞﾑﾗ
204137,83,20,413,長野県,天龍村,ﾃﾝﾘｭｳﾑﾗ
204145,83,20,414,長野県,泰阜村,ﾔｽｵｶﾑﾗ
204153,83,20,415,長野県,喬木村,ﾀｶｷﾞﾑﾗ
204161,83,20,416,長野県,豊丘村,ﾄﾖｵｶﾑﾗ
204170,83,20,417,長野県,大鹿村,ｵｵｼｶﾑﾗ
204226,83,20,422,長野県,上松町,ｱｹﾞﾏﾂﾏﾁ
204234,83,20,423,長野県,南木曽町,ﾅｷﾞｿﾏﾁ
204251,83,20,425,長野県,木祖村,ｷｿﾑﾗ
204293,83,20,429,長野県,王滝村,ｵｳﾀｷﾑﾗ
204307,83,20,430,長野県,大桑村,ｵｵｸﾜﾑﾗ
204323,83,20,432,長野県,木曽町,ｷｿﾏﾁ
204463,83,20,446,長野県,麻績村,ｵﾐﾑﾗ
204480,83,20,448,長野県,生坂村,ｲｸｻｶﾑﾗ
204501,83,20,450,長野県,山形村,ﾔﾏｶﾞﾀﾑﾗ
204510,83,20,451,長野県,朝日村,ｱｻﾋﾑﾗ
204528,83,20,452,長野県,筑北村,ﾁｸﾎｸﾑﾗ
204811,83,20,481,長野県,池田町,ｲｹﾀﾞﾏﾁ
204820,83,20,482,長野県,松川村,ﾏﾂｶﾜﾑﾗ
204854,83,20,485,長野県,白馬村,ﾊｸﾊﾞﾑﾗ
204862,83,20,486,長野県,小谷村,ｵﾀﾘﾑﾗ
205214,83,20,521,長野県,坂城町,ｻｶｷﾏﾁ
205419,83,20,541,長野県,小布施町,ｵﾌﾞｾﾏﾁ
205435,83,20,543,長野県,高山村,ﾀｶﾔﾏﾑﾗ
205613,83,20,561,長野県,山ノ内町,ﾔﾏﾉｳﾁﾏﾁ
205621,83,20,562,長野県,木島平村,ｷｼﾞﾏﾀﾞｲﾗﾑﾗ
205630,83,20,563,長野県,野沢温泉村,ﾉｻﾞﾜｵﾝｾﾝﾑﾗ
205834,83,20,583,長野県,信濃町,ｼﾅﾉﾏﾁ
205885,83,20,588,長野県,小川村,ｵｶﾞﾜﾑﾗ
205907,83,20,590,長野県,飯綱町,ｲｲﾂﾞﾅﾏﾁ
206024,83,20,602,長野県,栄村,ｻｶｴﾑﾗ
210005,85,21,0,岐阜県,,
212016,85,21,201,岐阜県,岐阜市,ｷﾞﾌｼ
212024,85,21,202,岐阜県,大垣市,ｵｵｶﾞｷｼ
212032,85,21,203,岐阜県,高山市,ﾀｶﾔﾏｼ
212041,85,21,204,岐阜県,多治見市,ﾀｼﾞﾐｼ
212059,85,21,205,岐阜県,関市,ｾｷｼ
212067,85,21,206,岐阜県,中津川市,ﾅｶﾂｶﾞﾜｼ
212075,85,21,207,岐阜県,美濃市,ﾐﾉｼ
212083,85,21,208,岐阜県,瑞浪市,ﾐｽﾞﾅﾐｼ
212091,85,21,209,岐阜県,羽島市,ﾊｼﾏｼ
212105,85,21,210,岐阜県,恵那市,ｴﾅｼ
212113,85,21,211,岐阜県,美濃加茂市,ﾐﾉｶﾓｼ
212121,85,21,212,岐阜県,土岐市,ﾄｷｼ
212130,85,21,213,岐阜県,各務原市,ｶｶﾐｶﾞﾊﾗｼ
212148,85,21,214,岐阜県,可児市,ｶﾆｼ
212156,85,21,215,岐阜県,山県市,ﾔﾏｶﾞﾀｼ
212164,85,21,216,岐阜県,瑞穂市,ﾐｽﾞﾎｼ
212172,85,21,217,岐阜県,飛騨市,ﾋﾀﾞｼ
212181,85,21,218,岐阜県,本巣市,ﾓﾄｽｼ
212199,85,21,219,岐阜県,郡上市,ｸﾞｼﾞｮｳｼ
212202,85,21,220,岐阜県,下呂市,ｹﾞﾛｼ
212211,85,21,221,岐阜県,海津市,ｶｲﾂﾞｼ
213021,85,21,302,岐阜県,岐南町,ｷﾞﾅﾝﾁｮｳ
213039,85,21,303,岐阜県,笠松町,ｶｻﾏﾂﾁｮｳ
213411,85,21,341,岐阜県,養老町,ﾖｳﾛｳﾁｮｳ
213616,85,21,361,岐阜県,垂井町,ﾀﾙｲﾁｮｳ
213624,85,21,362,岐阜県,関ケ原町,ｾｷｶﾞﾊﾗﾁｮｳ
213811,85,21,381,岐阜県,神戸町,ｺﾞｳﾄﾞﾁｮｳ
213829,85,21,382,岐阜県,輪之内町,ﾜﾉｳﾁﾁｮｳ
213837,85,21,383,岐阜県,安八町,ｱﾝﾊﾟﾁﾁｮｳ
214019,85,21,401,岐阜県,揖斐川町,ｲﾋﾞｶﾞﾜﾁｮｳ
214035,85,21,403,岐阜県,大野町,ｵｵﾉﾁｮｳ
214043,85,21,404,岐阜県,池田町,ｲｹﾀﾞﾁｮｳ
214213,85,21,421,岐阜県,北方町,ｷﾀｶﾞﾀﾁｮｳ
215015,85,21,501,岐阜県,坂祝町,ｻｶﾎｷﾞﾁｮｳ
215023,85,21,502,岐阜県,富加町,ﾄﾐｶﾁｮｳ
