year,url,zip,shp,geojson,altdir,source,col,levels,labels,palette
2019,https://nlftp.mlit.go.jp/ksj/gml/data/A29/A29-19/A29-19_code_pref_GML.zip,A29-19_code_pref_GML.zip,01-01_*/A29-19_code_prefcode_muni.shp,01-03_GeoJSON形式/A29-21_code_prefcode_muni.geojson,A29-19_code_pref,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A29-v2_1.html,A29_005,第一種低層住居専用地域 第二種低層住居専用地域 第一種中高層住居専用地域 第二種中高層住居専用地域 第一種住居地域 第二種住居地域 準住居地域 近隣商業地域 商業地域 準工業地域 工業地域 工業専用地域 田園住居地域 不明,,#00BEA9 #6AD5BD #A8D666 #FAE294 #F4E268 #F8D79C #FFB580 #F3A5B9 #EE534F #B3A8CB #8AD0E4 #2CB3DE #F4B187 #FFFFFF
2011,https://nlftp.mlit.go.jp/ksj/gml/data/A29/A29-11/A29-11_code_pref_GML.zip,A29-11_code_pref_GML.zip,A29-11_code_pref.shp,,A29-11_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A29.html,A29_005,第一種低層住居専用地域 第二種低層住居専用地域 第一種中高層住居専用地域 第二種中高層住居専用地域 第一種住居地域 第二種住居地域 準住居地域 近隣商業地域 商業地域 準工業地域 工業地域 工業専用地域 田園住居地域 不明,,#00BEA9 #6AD5BD #A8D666 #FAE294 #F4E268 #F8D79C #FFB580 #F3A5B9 #EE534F #B3A8CB #8AD0E4 #2CB3DE #F4B187 #FFFFFF
