year,url,zip,shp,geojson,altdir,source
2021,https://nlftp.mlit.go.jp/ksj/gml/data/A48/A48-21/A48-21_code_pref_GML.zip,A48-21_code_pref_GML.zip,A48-21_code_pref.shp,A48-21_code_pref.geojson,A48-21_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A48-v1_2.html
2020,https://nlftp.mlit.go.jp/ksj/gml/data/A48/A48-20/A48-20_code_pref_GML.zip,A48-20_code_pref_GML.zip,A48-20_code_pref.shp,A48-20_code_pref.geojson,A48-20_code_pref_GML,https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-A48-v1_1.html
