code_dantai,code_pref,code_muni,name_pref,name_muni,name_muni_kana
281107,28,110,兵庫県,神戸市中央区,ｺｳﾍﾞｼﾁｭｳｵｳｸ
281115,28,111,兵庫県,神戸市西区,ｺｳﾍﾞｼﾆｼｸ
331015,33,101,岡山県,岡山市北区,ｵｶﾔﾏｼｷﾀｸ
331023,33,102,岡山県,岡山市中区,ｵｶﾔﾏｼﾅｶｸ
331031,33,103,岡山県,岡山市東区,ｵｶﾔﾏｼﾋｶﾞｼｸ
331040,33,104,岡山県,岡山市南区,ｵｶﾔﾏｼﾐﾅﾐｸ
341011,34,101,広島県,広島市中区,ﾋﾛｼﾏｼﾅｶｸ
341029,34,102,広島県,広島市東区,ﾋﾛｼﾏｼﾋｶﾞｼｸ
341037,34,103,広島県,広島市南区,ﾋﾛｼﾏｼﾐﾅﾐｸ
341045,34,104,広島県,広島市西区,ﾋﾛｼﾏｼﾆｼｸ
341053,34,105,広島県,広島市安佐南区,ﾋﾛｼﾏｼｱｻﾐﾅﾐｸ
341061,34,106,広島県,広島市安佐北区,ﾋﾛｼﾏｼｱｻｷﾀｸ
341070,34,107,広島県,広島市安芸区,ﾋﾛｼﾏｼｱｷｸ
341088,34,108,広島県,広島市佐伯区,ﾋﾛｼﾏｼｻｴｷｸ
401013,40,101,福岡県,北九州市門司区,ｷﾀｷｭｳｼｭｳｼﾓｼﾞｸ
401030,40,103,福岡県,北九州市若松区,ｷﾀｷｭｳｼｭｳｼﾜｶﾏﾂｸ
401056,40,105,福岡県,北九州市戸畑区,ｷﾀｷｭｳｼｭｳｼﾄﾊﾞﾀｸ
401064,40,106,福岡県,北九州市小倉北区,ｷﾀｷｭｳｼｭｳｼｺｸﾗｷﾀｸ
401072,40,107,福岡県,北九州市小倉南区,ｷﾀｷｭｳｼｭｳｼｺｸﾗﾐﾅﾐｸ
401081,40,108,福岡県,北九州市八幡東区,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾋｶﾞｼｸ
401099,40,109,福岡県,北九州市八幡西区,ｷﾀｷｭｳｼｭｳｼﾔﾊﾀﾆｼｸ
401315,40,131,福岡県,福岡市東区,ﾌｸｵｶｼﾋｶﾞｼｸ
401323,40,132,福岡県,福岡市博多区,ﾌｸｵｶｼﾊｶﾀｸ
401331,40,133,福岡県,福岡市中央区,ﾌｸｵｶｼﾁｭｳｵｳｸ
401340,40,134,福岡県,福岡市南区,ﾌｸｵｶｼﾐﾅﾐｸ
401358,40,135,福岡県,福岡市西区,ﾌｸｵｶｼﾆｼｸ
401366,40,136,福岡県,福岡市城南区,ﾌｸｵｶｼｼﾞｮｳﾅﾝｸ
401374,40,137,福岡県,福岡市早良区,ﾌｸｵｶｼｻﾜﾗｸ
431010,43,101,熊本県,熊本市中央区,ｸﾏﾓﾄｼﾁｭｳｵｳｸ
431028,43,102,熊本県,熊本市東区,ｸﾏﾓﾄｼﾋｶﾞｼｸ
431036,43,103,熊本県,熊本市西区,ｸﾏﾓﾄｼﾆｼｸ
431044,43,104,熊本県,熊本市南区,ｸﾏﾓﾄｼﾐﾅﾐｸ
431052,43,105,熊本県,熊本市北区,ｸﾏﾓﾄｼｷﾀｸ
